,Category,Resume,Skills,Skills string
10,Data Science,Skills Programming Languages Python pandas numpy scipy scikitlearn matplotlib Sql Java JavaScriptJQuery Machine learning Regression SVM Nave Bayes KNN Random Forest Decision Trees Boosting techniques Cluster Analysis Word Embedding Sentiment Analysis Natural Language processing Dimensionality reduction Topic Modelling LDA NMF PCA Neural Nets Database Visualizations Mysql SqlServer Cassandra Hbase ElasticSearch D3js DCjs Plotly kibana matplotlib ggplot Tableau Others Regular Expression HTML CSS Angular 6 Logstash Kafka Python Flask Git Docker computer vision Open CV and understanding of Deep learningEducation Details Data Science Assurance Associate Data Science Assurance Associate Ernst Young LLP Skill Details JAVASCRIPT Exprience 24 months jQuery Exprience 24 months Python Exprience 24 monthsCompany Details company Ernst Young LLP description Fraud Investigations and Dispute Services Assurance TECHNOLOGY ASSISTED REVIEW TAR Technology Assisted Review assists in accelerating the review process and run analytics and generate reports Core member of a team helped in developing automated review platform tool from scratch for assisting E discovery domain this tool implements predictive coding and topic modelling by automating reviews resulting in reduced labor costs and time spent during the lawyers review Understand the end to end flow of the solution doing research and development for classification models predictive analysis and mining of the information present in text data Worked on analyzing the outputs and precision monitoring for the entire tool TAR assists in predictive coding topic modelling from the evidence by following EY standards Developed the classifier models in order to identify red flags and fraudrelated issues Tools Technologies Python scikitlearn tfidf word2vec doc2vec cosine similarity Nave Bayes LDA NMF for topic modelling Vader and text blob for sentiment analysis Matplot lib Tableau dashboard for reporting MULTIPLE DATA SCIENCE AND ANALYTIC PROJECTS USA CLIENTS TEXT ANALYTICS MOTOR VEHICLE CUSTOMER REVIEW DATA Received customer feedback survey data for past one year Performed sentiment Positive Negative Neutral and time series analysis on customer comments across all 4 categories Created heat map of terms by survey category based on frequency of words Extracted Positive and Negative words across all the Survey categories and plotted Word cloud Created customized tableau dashboards for effective reporting and visualizations CHATBOT Developed a user friendly chatbot for one of our Products which handle simple questions about hours of operation reservation options and so on This chat bot serves entire product related questions Giving overview of tool via QA platform and also give recommendation responses so that user question to build chain of relevant answer This too has intelligence to build the pipeline of questions as per user requirement and asks the relevant recommended questions Tools Technologies Python Natural language processing NLTK spacy topic modelling Sentiment analysis Word Embedding scikitlearn JavaScriptJQuery SqlServer INFORMATION GOVERNANCE Organizations to make informed decisions about all of the information they store The integrated Information Governance portfolio synthesizes intelligence across unstructured data sources and facilitates action to ensure organizations are best positioned to counter information risk Scan data from multiple sources of formats and parse different file formats extract Meta data information push results for indexing elastic search and created customized interactive dashboards using kibana Preforming ROT Analysis on the data which give information of data which helps identify content that is either Redundant Outdated or Trivial Preforming fulltext search analysis on elastic search with predefined methods which can tag as PII personally identifiable information social security numbers addresses names etc which frequently targeted during cyberattacks Tools Technologies Python Flask Elastic Search Kibana FRAUD ANALYTIC PLATFORM Fraud Analytics and investigative platform to review all red flag cases FAP is a Fraud Analytics and investigative platform with inbuilt case manager and suite of Analytics for various ERP systems It can be used by clients to interrogate their Accounting systems for identifying the anomalies which can be indicators of fraud by running advanced analytics Tools Technologies HTML JavaScript SqlServer JQuery CSS Bootstrap Nodejs D3js DCjs,"""python,pandas,numpy,scipy,scikitlearn,matplotlib,sql,java,javascriptjquery,machine learning,svm,nave bayes,knn,random forest,decision trees,cluster analysis,word embedding,sentiment analysis,natural language processing,dimensionality reduction,topic modeling,lda,nmf,pca,nueral nets,database visualizations,mysql,cassandra,hbase,elasticsearch,d3js,dcjs,plotly kibana,matplotlib,ggplot,tableau,regular expression,html,css,angular,logstash,kafka,flask,git,docker,computer visioni,open cv""","""python,pandas,numpy,scipy,scikitlearn,matplotlib,sql,java,javascriptjquery,machine learning,svm,nave bayes,knn,random forest,decision trees,cluster analysis,word embedding,sentiment analysis,natural language processing,dimensionality reduction,topic modeling,lda,nmf,pca,nueral nets,database visualizations,mysql,cassandra,hbase,elasticsearch,d3js,dcjs,plotly kibana,matplotlib,ggplot,tableau,regular expression,html,css,angular,logstash,kafka,flask,git,docker,computer visioni,open cv"""
11,Data Science,Education Details May 2013 to May 2017 BE UITRGPV Data Scientist Data Scientist Matelabs Skill Details Python Exprience Less than 1 year months Statsmodels Exprience 12 months AWS Exprience Less than 1 year months Machine learning Exprience Less than 1 year months Sklearn Exprience Less than 1 year months Scipy Exprience Less than 1 year months Keras Exprience Less than 1 year monthsCompany Details company Matelabs description ML Platform for business professionals dummies and enthusiasts 60A Koramangala 5th block AchievementsTasks behind sukh sagar Bengaluru India Developed and deployed auto preprocessing steps of machine learning mainly missing value treatment outlier detection encoding scaling feature selection and dimensionality reduction Deployed automated classification and regression model linkedincominadityarathore b4600b146 Reasearch and deployed the time series forecasting model ARIMA SARIMAX Holtwinter and Prophet Worked on metafeature extracting problem githubcomrathorology Implemented a state of the art research paper on outlier detection for mixed attributes company Matelabs description,"""matelabs,python,statsmodels,aws,machine learning,sklearn,scipy,keras,preprocessing,outlier detection,regression model,time series,forecasting model,encoding,scaling,feature selection,dimentionality reduction""","""matelabs,python,statsmodels,aws,machine learning,sklearn,scipy,keras,preprocessing,outlier detection,regression model,time series,forecasting model,encoding,scaling,feature selection,dimentionality reduction"""
12,Business Analyst,IT Skills Area Exposure Modeling Tool Bizagi MS Visio Prototyping Tool Indigo Studio Documentation MS Office MS Word MS Excel MS Power Point Testing Proficiency Smoke Sanity Integration Functional Acceptance and UI Methodology implemented Waterfall Agile Scrum Database SQL Testing Tool HPQC Business Exposure Education Details Bachelor Of Computer Engineering Computer Engineering Mumbai Maharashtra Thadomal Shahani Engineering college Diploma Computer Engineering Ulhasnagar Maharashtra Institute of Technology Secondary School Certificate Ulhasnagar Maharashtra New English High School Senior Business Analyst RPA Senior Business Analyst RPA Hexaware Technologies Skill Details DOCUMENTATION Exprience 47 months TESTING Exprience 29 months INTEGRATION Exprience 25 months INTEGRATOR Exprience 25 months PROTOTYPE Exprience 13 monthsCompany Details company Hexaware Technologies description Working as a RPA Business Analyst company BBH Brown Brothers Harriman Co description is a private bank that provides commercial banking investment management brokerage and trust services to private companies and individuals It also performs merger advisory foreign exchange custody services commercial banking and corporate financing services Responsibilities Performed Automation Assessment of various Processes and identified processes which can be candidates of RPA Conducting Assessment that involves an initial Understanding of the Existing System their technology processes Usage of the tools Feasibility of tool with automation tool along with automation ROI analysis Preparing the Automation Potential Sheet which describes the steps in the process the volume and frequency of the transaction the AHT taken by SME to perform the process and depending on the steps that could be automated Automation potential and the manual efforts that will be saved are calculated Calculating the complexity of the Process which is considered for automation and depending on all these factors Number of Bots and Number of Automation tool Licenses are determined Implementing a Proof of Concept POC to Validate Feasibility by executing the selected critical use cases for conducting a POC which will helps to identify financial and operational benefits and provide recommendations regarding the actual need for complete automation Gathering business requirements by conducting detailed interviews with business users stakeholders and Subject Matter Experts SMEs Preparing Business Requirement Document and then converted Business requirements into Functional Requirements Specification Constructing prototype early toward a design acceptable to the customer and feasible Assisting in designing test plans test scenarios and test cases for integration regression and user acceptance testing UAT to improve the overall quality of the Automation Participating regularly in Walkthroughs and Review meetings with Project Manager QA Engineers and Development team Regularly interacting with offshore and onshore development teams company FADV First Advantage description is a criminal background check company that delivers global solutions ranging from employment screenings to background checks The following are the processes which were covered Email Process Research Process Review Process Responsibilities Requirement Gathering through conducting Interviews Brainstorming sessions with stakeholders To develop decision models and execute those rules as per the use case specifications To Testvalidate the decision models against document test data To maintain and enhance the decision models for changes in regulations as per use case specifications Responsible for performing the business research that will make a business growth Developing a clear understanding of existing business functions and processes Effectively communicate with the onsite clients for the queries suggestions and update Giving suggestions to enhance the current processes Identifying areas for process improvement Flagging up potential problems at an early stage Preparing PowerPoint presentations and documents for business meetings Using any information gathered to write up detailed reports Highlighting risks and issues that could impact project delivery Able to work accurately To develop and maintain documentation for internal team training and client end user operations To work efficiently with team members and across teams To mentor and train junior team members company Clinical Testing Lab Work and Diagnostic Testing description IQVIA provides services to its customers this includes Clinical Testing Lab Work and Diagnostic Testing under clinical trial These customers need to pay to IQVIA and aging details and invoices are generated for the same The following are the processes which were covered Tracking Payments Automated Real Time Metrics Reporting Dashboard Past Due Notifications AR Statements CreditRebill Responsibilities Conducting meetings with clients and key stakeholders to gather requirements analyze finalize and have formal signoffs from approvers Gather and perform analysis of the business requirements Translating the business requirements into the Business Requirement Document BRD Functional Requirement Document FRD Facilitating meetings with the appropriate subject matter experts in both business and technology teams Coordinating with business user community for the execution of user acceptance test as well as tracking issues Working collaborating and coordinating with Offshore and Onsite team members to fulfill the BA responsibilities from project initiation to PostImplementation Reviewing the test scripts with business users as well as technology team Execute test scripts with expected results for the System Integration Test SIT and User Acceptance Test UAT Coordinating and conducting the Production Acceptance Testing PAT with the business users Creating flow diagrams structure charts and other types of system or process representations Managing changes to requirements and baseline through a change control process Utilizing standard methods design and testing tools throughout project development life cycle Work closely with the operational functional teams operations management and personnel and various technology teams to facilitate a shared understanding of requirements and priorities across all areas company Eduavenir IT Solution description Project MBMS MBMS is an Inventory management application that allows user to manage inventory details of different warehouses having different products located at various locations and help extract what goods have been procured sold or returned by customers It generates automated invoicesalong withcustomized reports It also managescustomer complaint and resolution system implementation along with automated MIS on monthly basisSales and forecastingis also developed on MIS System and the streamlining of process of warehousing and dispatch along with online proof of delivery management system POD documentation is generated Responsibilities Participate in requirement gathering discussion with client to understand the flow of business processes Analyze the requirements and determine the core processes develop Process Documentation and ensure to stay uptodate in conjunction with ongoing changes Participate in process flow analysis and preparing BRD SRS Coordinating with developers designers operations teams for various nuances of the project communicate the stakeholder requirements from requirement enhancement to implementation and finally deliver the same within estimated timeframe Support UAT by reviewing test cases manage version control of documents software builds Coordinate with the stakeholders for UAT sign off and coordinate internally for production movement till Golive stage of the application Provide demo and training to internal and end user using PowerPoint presentation Resolving project functional technical issues during UAT Prioritizing the Production bugs and resolving the same within the estimated timeframe Preparing Project Status Report and Production Bugs Status to all the stakeholders Promoting and Networking for online trading platform Designing query sheet for obtaining and comparison of quotes from various vendors Development of product codes material codes for inventory management Master Data Management company CAPGEMINI Head Office description Type Mobile and Device Testing Duration January 2014 August 2014 Follet An application which takes an electronic request from the user for the books he requires from a particular follet store This detailed information about books that will include the name of the book its price the date of the transaction and the parties involved which will then be sent to follet stores User then create request for one or more books for a given date This request is then processed further and user gets a mail of the date when he will be provided with that book Responsibilities Understanding the needs and business requirements Preparing BRD SRS by eliciting all the requirements from the client and SMEs Understanding the dependency of the modules in the system Preparation of test plan for Unit level and Integration level Preparation and execution of test cases Defect tracking Issue Resolution Risk Monitoring Status Tracking Reporting and Followup Preparation of Test Completion report company CAPGEMINI Head Office description company CAPGEMINI Head Office description Humana is a health care insurance project of US which deals with supplying various medicines to citizens as per the doctors reference and patients insurance policy This application keeps track of all the medicines user has consumed in the past and generates a patient history A citizen is given a drug only after the doctors reference so the doctors information is also linked with the patients history Responsibilities Understanding the requirements and getting clarifications from client Involved in writing test cases based on test scenarios and execute them Ensuring Test Coverage using Requirement Traceability Matrix RTM Preparation of Test Completion report company CAPGEMINI Head Office description Testing Trends WQR World Quality Report is an application which allows the users to take a survey on different methods and technologies used for testing Users can choose to answer any type of questions under three different categories Users have a facility to search view and export the data to excel Also users get daily and weekly reports through email about the new trends in testing implemented around the globe Testing Trends WQR app is available on Android and IOS platforms Responsibilities Understanding the requirements and getting clarifications from client Writing test cases based on test scenarios and executed them Performing different types of testing such as Functional Integration System and UAT Defect resolution and maintenance of the application,"jango,flask,gitbash,jupyter notebook,xampp,mysql,python 2,python 3,data analysis,data science""","jango,flask,gitbash,jupyter notebook,xampp,mysql,python 2,python 3,data analysis,data science"""
13,Business Analyst,TECHNOLOGICAL SKILLS Knowledge of Computers on the Windows platform Fluency in MSOffice Applications such as Excel Word PowerPoint etc HTML JAVA PHP ATTRIBUTES Hardworking towards achieving the Goal Good communication skills Quick learner Good interpersonal relationEducation Details January 2016 to January 2018 MMS Mumbai Maharashtra University of Mumbai January 2016 to January 2018 MMS Management Mumbai Maharashtra University of Mumbai January 2014 BSc Bandra MAHARASHTRA IN Rivzi College January 2011 HSC Bandra Maharashtra IN St Andrews College January 2011 HSC Allana Junior College January 2009 SSC Canossa High School January 2008 SSC Maharashtra State Board Business Analyst Business Analyst Mass Group of Companies Skill Details EXCEL Exprience 23 months HTML Exprience 6 months JAVA Exprience 6 months PHP Exprience 6 months POWERPOINT Exprience 6 monthsCompany Details company Mass Group of Companies description Key Role Analyst Responsibilities Manage risk and provide risk management process Liaise with other project areas to coordinate with interdependencies and resolve issues Analyse and map business process Guide stakeholders on devising effective and efficient approaches to achieving project objectives Preparation of various Derivable ie Business requirement functional requirement and report specification company Commversion PvtLTD description Responsibilities Employee Satisfaction reports Evaluate overall work Internal Audit Maintain timesheet validation Set Simple and performance driven compensation strategies and polices,"""modeling tool,bizagi,ms visio,ms office,ms word,ms excel,ms power point,sql,hpqc,roi analysis,smoke sanity,waterfall agile,automation potential sheet,decision models,mis system,warehousing,brd,srs""","""modeling tool,bizagi,ms visio,ms office,ms word,ms excel,ms power point,sql,hpqc,roi analysis,smoke sanity,waterfall agile,automation potential sheet,decision models,mis system,warehousing,brd,srs"""
14,Business Analyst,Education Details February 2006 to February 2006 TYBCOM Commerce mumbai Business Analyst Business Analyst Skill Details Company Details company Motilal Oswal description Business Analyst Handling IT Operation for Institutional Equities Maintain Daily MIS in Excel for CAG Research Derivative Sales team Preparing Auto Dashboard For Research Sales Trading team Working on Excel Macro to Create Innovative Report Working on Block Related Data Working on BD Fund from different GEO Working on Investors Corporate Meeting to track Corporate Block Fund Interest in Sector company FSS description Project Description Maintain and prepare cash indent cash report cash position and cash planning Responsibilities Maintain Daily MIS in excel Provide complete information about MIS ATM Maintain and prepare cash indent cash report cash position cash planning Coordinate with BANK CASH DEPARTMENT Coordinate with custodians DEGREE COURSE YEAR of PASSING GRADE INSTITUTE UNIVERSITY BOARD PERCENTAGE company ANGEL BROKING description Reporting Assistant Manager SR Manger Responsibilities Handling team of 14 Quality assurance team members Maintain Daily MIS in excel of team productivity Maintain and prepare repots adding comments on remark mailing client for modification of given number Mailing reports to different branches Coordinating with RM Provide complete information about script to client,"""msoffice,excel,word,powerpoint,html,java,php,timesheet validation,compensation strategies""","""msoffice,excel,word,powerpoint,html,java,php,timesheet validation,compensation strategies"""
15,SAP Developer,Skills ETL Data Warehousing SQLPL SQL Basic Core Java Basic Python Tools SAP BODS SAP BO Oracle 11g Sybase Education Details August 2008 to July 2012 Bachelor of Engineering Navi Mumbai Panvel Maharashtra Mumbai University June 2006 to May 2007 BE Computer Engineering Navi Mumbai Maharashtra Ryan International School SAP BOBODS DeveloperAdministrator Tata Consultancy Services Limited SAP BPBODS DeveloperAdministrator Tata Consultancy SAP BODS Skill Details DATA WAREHOUSING Exprience 6 months SAP BO ADMIN Exprience Less than 1 year months SAP BODS Exprience Less than 1 year months ETL Exprience Less than 1 year months BASIC CORE JAVA Exprience Less than 1 year months SAP BO Exprience Less than 1 year months SAP BODS ADMIN Exprience Less than 1 year months BASIC PYTHON Exprience Less than 1 year monthsCompany Details company SAP BODS description Client Royal Bank of Canada Developed BODS jobs and createdmodified packages during migration from Sybase to Oracle Database Taking up regular performance enhancement activities by cocoordinating with other teams like database team Server Team Data Center team to identify bottlenecks in the running of jobs Developed BODS jobs to fetch data from SAP R3 using various data transfer modes Implemented Central repositories to move jobs seamlessly in multideveloper environment company Tata Consultancy Services Limited description Installed and configured all the five environments of BO 40 and BODS 4042 DEVQAPRODStandbyDR with Apache and Tomcat as web and app servers on windows Loading data received from various source systems like TCS BaNCS SAP R3 LOS Credence and flat files using SCD1 and SCD2 to Data Warehouse to generate consolidated reports Developed BODS jobs to fetch data from SAP R3 using various data transfer modes Implemented Central repositories to move jobs seamlessly in multideveloper environment Configuration and creation of BODS repositories using Repository Manager and Sever Manager Used Formats and Transforms including Flat File formats Query Table Comparison History Preserving Validation Transform Key Generation and Map Operation Deployed BODS in ActiveActive mode using server groups to improve performance and availability of the system Using BO Java SDK to build custom java programs to automate various administration tasks and fetching metadata about BO system Implemented BO Mobile and used wdeploy to separate static and dynamic contents into web server and web application Developed audit reports in web Intelligence using audit universe to gather information about the usage of various reports in the BO system Implemented and deployed features like Trusted authenticationVintela sso to make application easy to use for end users Daily administrator tasks involved migration of resources from one environment to another publication creation and monitoring troubleshooting any issues with the application and monitoring the application through the tools available to ensure that the application is up and available round the clock Have been involved in testing of backup systems in Standby and DR to make sure that application continue to service business users in case the primary systems are down company Tata Consultancy Services Limited description Client Tata Capital Financial Services Limited Installed and configured all the five environments of BO 40 and BODS 4042 DEVQAPRODStandbyDR with Apache and Tomcat as web and app servers on windows Loading data received from various source systems like TCS BaNCS SAP R3 LOS Credence and flat files using SCD1 and SCD2 to Data Warehouse to generate consolidated reports Configuration and creation of BODS repositories using Repository Manager and Sever Manager Used Formats and Transforms including Flat File formats Query Table Comparison History Preserving Validation Transform Key Generation and Map Operation Deployed BODS in ActiveActive mode using server groups to improve performance and availability of the system Using BO Java SDK to build custom java programs to automate various administration tasks and fetching metadata about BO system Implemented BO Mobile and used wdeploy to separate static and dynamic contents into web server and web application Developed audit reports in web Intelligence using audit universe to gather information about the usage of various reports in the BO system Implemented and deployed features like Trusted authentication Vintela sso to make application easy to use for end users Daily administrator tasks involved migration of resources from one environment to anotherpublication creation and monitoring troubleshooting any issues with the application and monitoring the application through the tools available to ensure that the application is up and available round the clock Have been involved in testing of backup systems in Standby and DR to make sure that application continue to service business users in case the primary systems are down,"""mis,excel,cag research,auto dashboard,block related data""","""mis,excel,cag research,auto dashboard,block related data"""
16,SAP Developer,Competencies SAP Business Intelligence Version SAP BO 42 BO Tools Design Studio IDT Webi UDT CMC activities Backend DB HANA BW Bex Queries SQLEducation Details SAP BO Developer and SAP HANA Developer SAP BO Developer Credit Suisse Skill Details Sap Bi Exprience 72 months CMC Exprience 72 months HANA Exprience 36 months BUSINESS INTELLIGENCE Exprience 72 months SQL Exprience 72 months SAP BO Exprience 72 monthsCompany Details company Accenture description Company Accenture Pune Environment SAP BO 42 IDT HANA views Role SAP BO Developer and HANA developer Description This Project aims to provide reporting solution for Swiss business usersThe universe supports analyzing customer funds purchase order patterns and order lifecycle reporting The purpose of reports is to provide an endtoend view of the entire sales order transaction and to track the investment orders in various funds including the status of orders order types along with the gross value and net value to be generated from these orders Roles Responsibilities Analyzed user requirements and sorted the best possible ways of optimizing performance of universe CV and generated views development in HANA studio Handling day to day activities involved in development of Business Objects as per the client requirements Worked as a team member with backend counterpart to understand the Business Requirements Developing and maintaining universes Raised OSS tickets to SAP for issues and implemented suggestionworkaround in development Fixed webi issues reported by users Created BIAR file and promoted to higher environments by change request Project handover to team and documentation for reference Project 2 Project Name Nestle Client Nestle Globe Company Tech Mahindra Pvt Ltd Bangalore Environment SAP BO 42 IDT HANA views Role SAP BO Developer and HANA developer Description This Project aims to provide reporting solution for Global business users The Globe Integrated Order IO Billing Detail and Order Detail universes combines orders deliveries shipment and billing documents at the order item level The universe supports analyzing customer order patterns and order lifecycle reporting The purpose of reports on this universe is to provide an endtoend view of the entire sales order transaction and to track the sales orders in various ways including the status of orders order types along with the gross value and net value to be generated from these orders Roles Responsibilities Analyzed user requirements and sorted the best possible ways of optimizing performance of universe CV and generated views development in HANA studio Handling day to day activities involved in development of Business Objects as per the client requirements Worked as a team member with backend counterpart to understand the Business Requirements Developing and maintaining universes Raised OSS tickets to SAP for issues and implemented suggestionworkaround in development Implemented Union pruning in concept in universe to optimize performance by partition selection in HANA views by passing value to prompt Fixed webi issues reported by users Created BIAR file and promoted to higher environments by change request Project handover to team and documentation for reference Project 3 Project Name Nestle Client Nestle TCT Company Tech Mahindra Pvt Ltd Bangalore Environment SAP BO XI 42 Design Studio 16 SP6 Bex Queries Role SAP BO Developer Description The Project was developed to show delay in Nestle freight orders by hours on cross tab bar chart geo map due to weather conditions Basic Source for the data was BW Bex queries and the top of these Queries dashboard was designed This main user audience was transport control tower members to analyze and take decision to send consignments via other modes of transport due to weather conditions to avoid delay and reduce expenditure Roles Responsibilities Involved with users to understand the Business Requirements and implement feature in a generic way Suggested best visualization components in dashboard to use Analyzing user requirements and finding the best possible ways of representing the data Bug Fixes and feature enhancement in application Project 4 Project Name Nestle Client Nestle BA Company Tech Mahindra Pvt Ltd Bangalore Environment SAP BO 42 Design Studio 16 Bex Queries Role SAP BO Developer Description The Project Nestle BA Catalogue Reporting for Nestle is basically to provide Dashboard in Design studio with the information of all the reports used within Nestle And this dashboard is been used by all the users of Nestle within different region of globe Basic Source for the data was BW Bex Queries and the top of these Queries Dashboard was designed This main purpose of the project was to help users to understand about usage of different reports on portal and to help them to take decision for decommissioning of a report Roles Responsibilities Involved with customer to understand the Business Requirements in order to present the data in a meaningful manner and suggested component selection to visualize data in most effectively Analyzing user requirements and finding the best possible ways of representing the data Changes in BW query according to requirement Interacting with client team for requirement gathering and analysis Implemented ideas in bex and design studio app to optimize performance with help of successful POC Project 5 Project Name Warner Bros Client Marvin Pictures US Company CapGemini Pvt Ltd Bangalore Tools Teradata DB SAP BO 41 Webi IDT CMC Query builder HPSM ticketing tool Role SAP BO Developer Description The purpose of the project is tracking of DVD and comic sale worldwide The Application will be used by End Users to analyze their sales Information and to help them in taking decision for their Business Growth Sales reports in webi were based on universe Teradata tables were source to universe Worked as shared resource for CMC activities and webiuniverse issues tickets Roles Responsibilities Working as a team member to understand the Business Requirements Performed CMC activities like user user group creation providing access to objects and folders Created folders for reports connection universes and provided user security connection pointing to universe Worked on issue related to connection universe objects and webi reports enhancements Raised OSS messages to SAP to seek solution related to BO tool and limitations Worked on webi report universe defects and enhancements Meeting with users to understand issue suggest best solution and ETA Worked on query builder to find BO objects metadata for investigation Created of BIAR format using promotion management Project 6 Project Name Nordea Client Nordea Bank Sweden Company CapGemini Pvt Ltd Bangalore Environment SAP BO 41 IDT Webi Teradata Role SAP BO Developer Description The Project report Analytics for Nordea aims to provide clear analysis of personal company accounts in bank around the world In all regions reports have data related to users and their account type Webi reports based on universe based on Teradata DB financial tables This project mainly tracks firms Sales with respect to different criterias like customer wise sales for different categories It helps various end Users to analyze their sales related information and to help in their business growth and make precise decisions Roles Responsibilities Involved in activities to understand the Business Requirements Analyzing user requirements and finding the best possible ways of representing the data Designing and developing interactive webi reports as per clients dynamic requirements Developed webi reports having blocks graphs and linked report with summary report After development performing unit test activities and presentation to users Implementation of Business Object ie Webi from one Environment to another using BIAR File Fixed issues in webi reports related to data and report formatting and made changes in report requested by users in MAT Prepared RDD for reports and performed unit testing Provided KT to users and supports teams company Tech Mahindra description company Capgemini description,"""etl,data warehousing,sql,java,python,sap,bods,sap,bo,oracle,sybase,sap,oracle,loading data,sap r3,data warehouse,query table ""","""etl,data warehousing,sql,java,python,sap,bods,sap,bo,oracle,sybase,sap,oracle,loading data,sap r3,data warehouse,query table """
17,SAP Developer,Education Details July 2008 to February 2012 BE COMPUTER SCIENCE Nagpur Maharashtra NAGPUR UNIVERSITY SAP HANA Developer SAP HANA Developer Schlumberger Skill Details SAP HANA Exprience 60 months SAP BO Exprience 36 monthsCompany Details company Schlumberger description Schlumberger is the worlds leading provider of technology for reservoir characterization drilling production and processing to the oil and gas industry Working in more than 85 countries RoleSAP HANA Developer Team Size 12 Duration Feb 2017 to Till Date Responsibilities Working on Suit on HANA and Native HANA Systems Working on end to end implementation for Release 23 and 24 Developing HANA Information Models Calculation Views Table Functions Procedures Actively involved in cutover activities Dry Runs Production Go live and Post Production Go Live and resolving issues Worked on HANA functionalities like Currency Conversions and analyzing the Planviz for performance related issues etc Worked on to bring the Tables in SAP HANA Landing zone using SDA Working on to resolve the performance issues in HANA views by applying filter joins etc Interacting with the Business and functional team members based on the discussion Creating Design Documents Technical Specification and Test Documents Successfully implemented the Release 22 and 23 for US Ecuador and Canada Successfully completed the Selfservice project for Finance Domain and created Reports in Analysis of office Working on to create the Power BI Reports Working on to resolve production defects and Incidents by using HPALM and Remedy Tools Working on to resolve the issues in an existing HANA Views Working on to promote the Objects in different environment by using CharmSolmon Working on to enhance the performance of the HANA views by using PLANVIZ Worked on to create the BO Reports for Vendor Master 2 Aero Space DesignHoneywell company Fujitsu Consulting India description Responsibilities HANA Data Model Development and Modification of Existing Models Providing estimation to create the data model based on business Request Creating Views Attribute Analytical and Calculation Views base on business requirement Creation of Design document and Technical design document Brought the data into HANA Landing zone using SLT and SDA Handled complex performance issues Worked SAP Landscape transformation for data replication from source DB to HANA DB Solved SIT tickets on HANA Information Model Developing HANA Information Models Calculation Views Table Functions Procedures Modifying existing models to include tables columns etc necessary to complete the requirement Configuring business objects to fetch data from HANA Editing Modifying exiting reports to fetch data from HANA as per the requirement 3 Mc Donald Company Fujitsu Consulting India Client MC Donald RoleSAP BO Developer Team Size 3 Duration July2013to June2014 Responsibilities Providing estimation to create the Universe and Webi Reports based on business request Worked on creating the Universes on top of SAP HANA and BW Resources Worked on creating the Complex Reports in webi Worked on providing the Row level and Folder level security Worked on Scheduling the Reports Tools and Technology Knowledge SAP HANA SPS12 SAP ECC 60 SQL Remedy SharePoint SAP Logon WEBI Power BI,"""sap,sap bo,bo tools,db hana, bw,bx,sap hana,sql,optimizing performance,hana studio,union pruning""","""sap,sap bo,bo tools,db hana, bw,bx,sap hana,sql,optimizing performance,hana studio,union pruning"""
18,SAP Developer,Education Details May 2013 Master Computer Application Mumbai Maharashtra IMCOST College April 2010 BSc Computer Science Mumbai Maharashtra VKK Menon College March 2005 SpringerNature Pune Maharashtra SVVM School ABAP Developer ABAP Developer SAP EXPOSURE Skill Details Company Details company SAP EXPOSURE description 1 Organization SpringerNature Duration MAR 2017 Till date Project Support for springer Nature Project Type Support Role ABAP Developer Major Contribution Writing new reports and modification for existing reports Worked on smartforms Standard debugging for issues For unit testing created contracts orders and invoices and tested individually company Atos Pvt Ltd description Duration MAY 2014 DEC 2015 Project lenM Its a Ministry of Netherland Project Project DSP DSM Sinochem Pharmaceuticals Project AkzoNobel Akzonobel is a leading global paints and coatings company and a major producer of specialty chemicals Project Type Support Role ABAP Developer Major Contribution Modified SAP Script as per the requirement specified Modified Invoice Smart Form Created custom tables data elements structures,,
19,Java Developer,"Education Details 
August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh Takshshila institute of technology
Java developer 


Skill Details 
Java, Javascript,- Exprience - 6 monthsCompany Details 
company - Wab It Softwere Pvt.  Ltd.
description - Jr. Java Developer","""java,javascript""","""java,javascript"""
